id,nearc2,nearc4,nearc4a,nearc4b,ed76,ed66,age76,daded,nodaded,momed,nomomed,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,work76,work78,lwage76,lwage78,famed,black,smsa76r,smsa78r,reg76r,reg78r,reg80r,smsa66r,wage76,wage78,wage80,noint78,noint80,enroll76,enroll78,enroll80,kww,iq,marsta76,marsta78,marsta80,libcrd14,exp76
2074,1,0,0,0,18,14,29,12,0,12,0,454179,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.63200178,6.50272486,3,0,1,1,0,0,0,1,759,767,913,0,0,0,1,1,39,111,1,1,1,0,5
2075,1,0,0,0,12,10,26,12,0,12,0,347666,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.90274274,6.89726567,3,0,1,1,0,0,0,1,995,1138,1367,0,0,0,0,0,35,90,1,1,1,0,8
2076,0,1,0,1,12,12,29,9.94,1,10.25,1,538123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.06219163,,9,0,1,1,0,0,0,1,1167,,1550,0,0,0,0,0,41,,1,1,1,1,11
2077,0,1,0,1,16,16,33,12,0,12,0,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,7.64512735,3,0,1,1,1,1,1,1,,2404,2137,0,0,0,0,0,48,120,1,1,1,1,11
2078,0,1,0,1,16,10,25,12,0,12,0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.74939299,5.86412512,3,0,1,1,0,0,1,1,314,405,700,0,0,0,0,0,38,120,1,1,1,1,3
2080,1,1,0,1,13,8,25,14,0,12,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.81892407,6.83096814,2,0,1,1,0,0,,1,915,1065,,0,1,0,0,,25,,6,1,,1,6
2082,1,1,0,1,13,10,26,16,0,12,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.49828215,6.48827943,2,0,1,1,0,0,0,1,664,756,1425,0,0,1,0,0,35,,1,1,1,1,7
2083,1,1,0,1,12,12,29,9.94,1,8,0,484311,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,6.6631327,6.74779063,9,0,1,1,0,0,0,1,783,980,1200,0,0,0,0,0,29,108,4,4,4,1,11
2084,1,1,0,1,13,13,32,8,0,12,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.47697236,6.52081321,6,0,1,1,0,0,0,1,650,781,1161,0,0,0,0,0,43,99,1,1,1,1,13
2085,1,1,0,1,16,12,27,14,0,12,0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,2,0,1,1,0,0,,1,,,,0,1,0,0,,,,1,1,,1,5
2087,0,1,0,1,9,8,27,12,0,6,0,364640,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.58724866,4.85067064,5,0,1,1,1,0,0,1,267,147,531,0,0,0,0,0,36,,1,1,1,0,12
2088,0,1,0,1,8,8,33,8,0,8,0,352463,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.87211779,5.97613018,8,0,0,0,0,0,0,1,355,453,575,0,0,0,0,0,,,1,1,1,0,19
2089,0,1,0,1,8,8,33,9.94,1,10.25,1,391625,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.08677473,5.96948564,9,0,0,0,0,0,0,1,440,450,686,0,0,0,0,0,34,,1,1,1,0,19
2090,0,1,0,1,11,11,30,6,0,12,0,476353,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.1633148,6.2146081,6,0,1,1,0,0,0,1,475,575,729,0,0,0,0,0,31,80,1,1,1,0,13
2091,0,1,0,1,11,11,32,5,0,10,0,352463,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.58755001,,8,0,1,1,0,0,0,1,726,,750,0,0,0,0,0,45,93,1,1,4,1,15
2092,0,1,0,1,16,12,28,17,0,12,0,364640,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,6.58063914,6.76799334,2,0,1,1,0,0,0,1,721,1000,1222,0,0,0,0,0,42,96,1,1,1,1,6
2093,0,1,0,1,12,12,34,9.94,1,10.25,1,352463,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.33327963,6.61133953,9,0,1,1,0,0,0,1,563,855,1026,0,0,0,0,0,46,85,1,1,1,0,16
2095,0,1,0,1,12,11,26,12,0,13,0,364640,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.39692966,,2,0,1,1,0,0,0,1,600,,,0,0,0,0,0,32,108,1,1,1,1,8
2096,0,1,0,1,12,9,24,12,0,13,0,354474,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,2,0,0,1,0,0,0,1,,,,0,0,0,0,0,34,,1,1,1,1,6
2097,0,1,0,1,15,9,25,13,0,12,0,354474,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.53958596,,2,0,1,,0,,,1,692,,,1,1,0,,,36,110,1,,,1,4
2098,0,1,0,1,15,12,28,10,0,11,0,364640,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.04737218,6.65033529,7,0,1,0,0,0,0,1,423,889,1111,0,0,0,0,0,43,118,4,4,4,1,7
2099,0,1,0,1,12,9,24,14,0,10.25,1,354474,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.66695679,6.71459256,5,0,1,1,0,0,0,1,786,948,1207,0,0,0,0,0,30,102,1,1,1,1,6
2100,0,1,0,1,12,12,31,8,0,12,0,476353,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7.09174212,6.95198017,6,0,1,1,0,0,0,1,1202,1202,1496,0,0,0,0,0,44,,1,1,1,1,13
2101,0,1,0,1,16,16,34,9.94,1,18,0,352463,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6.35784227,7.89259821,4,0,1,1,0,0,0,1,577,3079,,0,0,0,0,0,46,113,4,4,4,1,12
2102,0,1,0,1,18,12,27,11,0,10,0,1093919,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.453625,6.26711804,7,0,0,1,0,1,1,0,635,606,1160,0,0,0,0,0,37,112,1,4,4,1,3
2105,0,1,0,1,12,11,27,9.94,1,12,0,364640,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.01615716,6.22670851,4,0,1,1,0,0,0,1,410,582,625,0,0,0,0,0,31,115,1,1,1,1,9
2109,0,1,0,1,18,15,31,12,0,12,0,476353,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,3,0,0,0,1,1,1,1,,,,0,0,0,0,0,41,118,1,1,1,1,7
2111,0,1,0,1,13,13,34,8,0,11,0,336056,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,8,0,0,0,0,0,0,1,,,,0,0,0,0,0,34,96,1,1,1,1,15
2113,0,1,0,1,16,9,24,12,0,10,0,86649,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.91350301,6.03610533,5,0,1,1,0,0,0,1,370,481,564,0,0,0,0,0,30,117,1,1,1,1,2
2114,0,1,0,1,16,11,26,11,0,10,0,89134,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.67076632,6.65033529,7,0,1,1,0,0,0,1,789,889,1200,0,0,0,0,0,28,119,1,1,1,1,4
2115,0,1,0,1,17,8,24,11,0,10,0,86649,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.10924758,5.9378803,7,0,1,1,0,0,0,1,450,436,,0,0,0,0,0,32,,1,1,1,1,1
2116,0,1,0,1,12,12,28,11,0,12,0,89134,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7.13169851,6.80528912,6,0,1,1,0,0,0,1,1251,1038,1541,0,0,0,0,0,39,94,1,1,1,1,10
2117,1,1,0,1,16,14,30,16,0,13,0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.69456206,6.52592178,1,0,1,0,0,0,0,1,808,785,1154,0,0,0,0,0,42,109,1,1,1,1,8
2121,1,1,0,1,16,13,30,8,0,12,0,520447,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.73009978,6.4098888,6,0,1,1,0,0,0,1,308,699,824,0,0,0,0,0,49,107,1,1,1,0,8
2122,0,1,1,0,15,14,31,12,0,12,0,476353,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,3,0,0,0,0,0,0,0,,,,0,0,0,0,0,37,104,1,1,1,1,10
2123,0,1,1,0,12,12,30,12,0,12,0,476353,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.70563909,6.70398801,3,0,0,0,0,0,0,0,817,938,,0,0,0,0,0,29,,1,1,1,1,12
2125,0,1,1,0,13,12,29,8,0,14,0,476353,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,6,0,0,0,0,0,0,0,,,310,0,0,0,0,0,37,104,6,6,6,1,10
2126,0,1,1,0,16,13,30,6,0,6,0,476353,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.51174533,6.67697394,8,0,1,1,0,0,0,0,673,913,962,0,0,0,0,0,38,121,6,6,6,1,8
2127,0,1,1,0,12,12,29,9.94,1,10.25,1,476353,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.26149168,6.30912745,9,0,0,0,0,0,0,0,524,632,913,0,0,1,1,0,32,90,1,1,1,1,11
2128,0,1,1,0,15,13,30,8,0,9,0,476353,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.6167711,5.96726095,8,0,0,0,0,0,0,0,275,449,560,0,0,0,0,0,34,,1,1,1,0,9
2129,0,1,1,0,16,13,29,12,0,12,0,476353,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,3,0,0,0,0,0,0,0,,,,0,0,0,0,0,35,,1,1,1,1,7
2131,0,1,1,0,17,12,28,14,0,12,0,364640,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.04737218,6.13122649,2,0,0,0,0,0,0,0,423,529,,0,0,0,0,0,32,,1,1,1,1,5
2132,0,1,1,0,16,12,28,10,0,8,0,364640,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.46302946,,8,0,1,1,0,0,1,0,641,,1346,0,0,0,0,0,38,,1,1,1,1,6
2133,0,1,1,0,12,12,28,9,0,9,0,364640,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.10924758,5.96948564,7,0,0,0,0,0,0,0,450,450,1200,0,0,0,0,0,37,121,6,6,1,0,10
2134,0,1,1,0,12,11,26,6,0,7,0,364640,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.80814249,5.71817121,8,0,0,0,0,0,0,0,333,350,610,0,0,0,0,0,21,89,1,1,1,1,8
2135,0,1,1,0,12,12,32,8,0,12,0,361010,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.81673588,6.89550666,6,0,0,0,0,0,0,0,913,1136,1750,0,0,0,0,0,28,101,1,1,1,0,14
2136,0,1,1,0,12,11,26,8,0,12,0,347666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,6,0,0,0,0,0,0,0,,,,0,0,0,0,0,35,108,6,1,1,1,8
2137,0,1,1,0,12,8,24,8,0,4,0,337974,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,8,0,0,0,0,0,0,0,,,,0,0,0,0,0,27,,6,6,1,1,6
2140,0,1,1,0,11,10,27,8,0,9,0,347666,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4.85203026,5.28518808,8,0,0,0,0,0,0,0,128,227,308,0,0,0,0,0,21,68,6,6,1,0,10
2141,0,1,1,0,13,8,26,8,0,9,0,347666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,8,0,0,0,0,0,0,0,,,,0,0,0,0,0,21,,1,1,1,0,7
2143,0,1,1,0,16,12,27,14,0,12,0,364640,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.98141421,6.25883299,2,0,0,0,0,0,0,1,396,601,1105,0,0,0,0,1,50,118,1,1,1,1,5
2144,0,1,1,0,13,11,28,12,0,12,0,364640,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.1633148,6.19883214,3,0,1,1,0,0,0,0,475,566,962,0,0,1,0,0,40,102,1,1,1,1,9
2145,0,1,1,0,14,10,26,12,0,12,0,364640,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,3,0,0,0,0,0,0,0,,,,0,0,0,0,0,35,98,1,1,1,1,6
2146,0,1,1,0,13,13,31,8,0,12,0,476353,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.10924758,6.25716771,6,0,0,0,0,0,0,0,450,600,750,0,0,0,0,0,38,,1,1,1,1,12
2147,0,1,1,0,16,9,24,12,0,12,0,337974,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.70378247,5.73235585,3,0,0,0,0,0,0,0,300,355,,0,0,0,0,0,27,102,1,1,1,1,2
2148,0,1,0,1,18,13,29,8,0,12,0,476353,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.13556489,7.19977575,6,0,1,0,0,0,0,1,462,1540,1980,0,0,0,0,0,47,,1,1,1,1,5
2149,0,1,0,1,16,12,27,7,0,12,0,364640,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,6,0,1,1,1,1,1,0,,,1000,0,0,0,0,0,34,96,6,6,6,1,5
2150,0,1,0,1,12,12,32,7,0,9,0,352463,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.44571982,6.63446194,8,0,0,0,0,0,0,0,630,875,350,0,0,0,0,0,48,109,1,4,1,1,14
2151,0,1,0,1,12,12,33,6,0,4,0,352463,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.18414889,6.24879946,8,0,0,0,0,0,0,0,485,595,765,0,0,0,0,0,38,94,1,1,1,0,15
2154,0,1,0,1,10,10,33,7,0,12,0,336056,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,6,0,0,0,0,0,0,0,,,,0,0,0,0,0,24,,1,1,1,1,17
2155,0,1,0,1,12,12,30,5,0,6,0,454179,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.30809844,,8,0,0,0,0,0,0,0,549,,790,0,0,0,0,0,34,115,1,1,1,1,12
2156,0,1,0,1,12,10,25,5,0,6,0,337974,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.91889385,5.87395321,8,0,0,0,0,0,0,0,372,409,,0,0,0,0,0,30,101,6,1,1,1,7
2157,0,1,0,1,12,12,34,4,0,8,0,361010,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.46302946,6.41559495,8,0,0,0,0,0,0,0,641,703,818,0,0,0,0,0,41,92,1,1,1,1,16
2158,0,1,0,1,13,13,32,9.94,1,8,0,336056,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,9,0,1,1,0,0,0,0,,,,0,0,0,0,0,39,93,1,1,1,0,13
2159,0,1,0,1,12,12,29,9.94,1,8,0,454179,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6.25190388,6.33721042,9,0,1,1,0,0,0,0,519,650,817,0,0,0,0,1,37,89,1,1,1,0,11
2160,0,1,0,1,9,9,26,5,0,11,0,373482,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.95324333,6.07484616,8,0,0,0,0,0,0,0,385,500,477,0,0,0,0,0,32,71,5,4,1,1,11
2161,0,1,0,1,16,13,29,12,0,8,0,487904,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.10924758,6.29798971,5,0,1,1,1,1,1,1,450,625,767,0,0,0,0,0,32,97,1,1,1,1,7
2163,0,0,0,0,12,11,26,10,0,12,0,364640,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.75257264,5.99580295,6,0,0,0,0,0,0,0,315,462,,0,0,0,0,0,38,116,1,1,4,1,8
2165,0,0,0,0,14,11,29,11,0,12,0,487904,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.59441346,,6,0,0,1,0,0,0,0,731,,938,0,0,0,0,0,39,130,1,1,1,1,9
2166,0,0,0,0,12,8,32,6,0,12,0,391625,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.78382518,5.8517026,6,0,0,0,0,0,0,0,325,400,475,0,0,0,0,0,34,102,1,1,1,1,14
2167,0,0,0,0,16,12,28,12,0,12,0,373482,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.42324696,7.38209731,3,0,1,1,0,0,0,0,616,1848,2100,0,0,0,0,0,38,119,1,4,4,1,6
2169,0,0,0,0,15,14,30,10,0,10,0,487904,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.84643878,,7,0,1,1,0,0,0,0,346,,833,0,0,0,0,0,45,104,4,4,4,1,9
2170,0,0,0,0,13,12,28,8,0,13,0,373482,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.15485809,6.24036059,6,0,1,1,0,0,0,0,471,590,779,0,0,0,0,0,42,91,6,6,1,1,9
2172,0,0,0,0,12,12,27,7,0,8,0,347666,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.70378247,,8,0,0,0,0,0,0,0,300,,,0,0,0,0,0,34,93,6,6,6,0,9
2173,0,0,0,0,14,12,27,8,0,12,0,347666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,6,0,0,0,0,0,0,0,,,,0,0,0,0,0,39,109,1,1,1,0,7
2174,0,1,1,0,13,8,24,15,0,10,0,354474,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.06378521,6.26876685,5,0,1,1,0,0,0,1,430,607,742,0,0,0,0,0,32,,1,1,1,1,5
2175,0,1,1,0,12,12,28,12,0,8,0,405634,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.58724866,6.29798971,5,1,1,1,0,0,0,1,267,625,687,0,0,0,0,0,37,95,1,1,1,0,10
2176,0,1,1,0,12,9,28,13,0,10,0,364640,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,5.43807931,5.45866002,5,0,1,1,0,0,0,1,230,270,350,0,0,0,0,0,24,74,4,4,4,1,10
2177,0,1,1,0,14,9,24,9.94,1,10,0,354474,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6.06842559,,9,0,1,1,0,0,0,1,432,,,0,0,0,1,1,24,115,6,6,6,1,4
2178,0,1,1,0,12,10,26,12,0,12,0,364640,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.27476202,6.32948837,3,0,1,1,0,0,0,1,531,645,822,0,0,0,0,0,31,89,1,1,1,1,8
2179,0,1,1,0,12,10,27,12,0,11,0,89134,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7.00306546,6.95031489,5,0,1,1,0,0,0,1,1100,1200,1485,0,0,0,0,0,38,92,1,1,1,1,9
2180,0,1,1,0,12,12,28,8,0,12,0,89240,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.37672695,6.4709341,6,1,1,1,0,0,0,1,588,743,940,0,0,0,0,0,25,104,1,1,1,1,10
2181,0,1,1,0,18,14,30,9.94,1,15,0,476353,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.73459166,6.93689187,4,0,0,1,0,0,0,1,841,1184,1496,0,0,0,0,0,44,109,1,1,1,1,6
2183,0,1,1,0,15,9,24,9.94,1,10,0,354474,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6.46302946,6.49355649,9,0,1,1,0,0,0,1,641,760,1202,0,0,0,0,0,23,124,1,1,1,1,3
2185,0,1,1,0,14,14,34,12,0,12,0,361010,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.86901445,6.53983724,3,0,1,1,0,0,0,1,962,796,1031,0,0,0,0,0,41,,1,1,1,1,14
2186,0,1,1,0,13,12,33,11,0,12,0,361010,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.82546004,,6,0,1,1,0,0,0,1,921,,1067,0,0,0,0,0,37,,1,1,1,0,14
2187,0,0,0,0,15,11,27,9.94,1,12,0,414980,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.85793315,5.91232723,4,0,0,0,0,0,0,0,350,425,450,0,0,0,0,0,29,94,1,1,1,1,6
2188,0,0,0,0,16,8,24,12,0,12,0,363070,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.95324333,,3,0,0,0,0,0,0,0,385,,400,0,0,0,0,0,25,,,1,1,1,2
2189,0,0,0,0,16,16,33,4,0,12,0,401122,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.42648846,6.44778807,6,0,0,0,0,0,0,0,618,726,1058,0,0,0,0,0,44,120,1,1,1,1,11
2190,0,0,0,0,13,12,31,9.94,1,10.25,1,529281,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.15273269,6.5852717,9,0,1,1,0,0,0,1,470,833,705,0,0,1,0,0,35,103,1,1,1,1,12
2192,0,0,0,0,12,11,27,12,0,10.25,1,373482,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.01859321,,5,0,0,0,0,0,0,0,411,,805,0,0,0,0,0,31,92,1,1,1,1,9
2194,0,0,0,0,13,13,29,9.94,1,10.25,1,487904,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,9,0,0,0,0,0,0,0,,,,0,0,0,0,0,37,98,1,1,1,0,10
2195,0,0,0,0,12,9,25,12,0,10,0,403411,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.99146455,6.03402416,5,0,0,0,0,0,0,0,400,480,550,0,0,0,0,0,24,111,1,1,1,1,7
2196,0,0,0,0,12,8,24,11,0,11,0,375526,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6.76799334,7,0,0,1,0,0,1,0,,1000,1400,0,0,0,0,0,28,,1,1,1,1,6
2197,0,0,0,0,12,12,32,8,0,8,0,336056,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,8,0,0,,0,,,0,,,,1,1,0,,,31,92,1,,,1,14
2198,0,0,0,0,16,14,30,8,0,12,0,454179,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,6,0,0,0,0,0,0,0,,,,0,0,0,0,0,47,112,1,1,1,1,8
2199,0,0,0,0,11,11,33,9,0,8,0,391625,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.55108034,6.54484979,8,0,1,1,0,0,0,1,700,800,1000,0,0,0,0,0,40,96,1,1,1,0,16
2202,0,0,0,0,15,11,27,12,0,12,0,373482,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.73979291,6.05260055,3,0,1,1,0,0,,1,311,489,,0,1,1,0,,40,103,1,1,,0,6
2203,0,0,0,0,14,9,24,12,0,12,0,363070,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.49306144,5.89332428,3,0,0,1,1,1,1,1,243,417,441,0,0,0,0,0,35,110,1,5,5,1,4
2208,0,0,0,0,12,12,32,5,0,7,0,127854,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.51342875,5.43996788,8,1,1,1,1,1,1,1,248,265,318,0,0,0,0,0,35,67,5,5,4,0,14
2209,0,0,0,0,11,11,30,8,0,8,0,135156,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.04737218,6.00227546,8,1,1,1,0,0,0,1,423,465,556,0,0,0,0,0,26,69,6,6,6,1,13
2211,0,0,0,0,11,11,33,8,0,8,0,127854,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.39692966,,8,1,1,,0,,0,1,600,,813,1,0,0,,0,32,91,5,,5,1,16
2212,0,0,0,0,17,9,25,8,0,4,0,102879,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.55108034,6.66263282,8,1,1,1,0,0,0,1,700,900,1075,0,0,0,0,0,34,104,1,1,1,1,2
2213,0,0,0,0,12,9,24,10,0,12,0,363070,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.70378247,8.240924,6,0,1,1,0,0,0,1,300,4362,,0,0,0,0,0,36,124,6,6,1,1,6
2215,0,0,0,0,12,9,24,11,0,12,0,363070,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.53813982,6.56710039,6,0,1,1,0,0,0,1,691,818,958,0,0,0,0,0,42,98,1,1,1,0,6
2216,0,0,0,0,12,12,30,7,0,9,0,542115,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.39692966,6.53479945,8,0,1,1,0,0,0,1,600,792,,0,0,0,0,0,48,86,1,1,1,1,12
2218,0,0,0,0,12,12,30,9.94,1,12,0,476353,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6.55108034,6.64129568,4,0,1,1,0,0,0,1,700,881,875,0,0,0,0,0,44,118,1,1,1,1,12
2219,0,0,0,0,14,9,25,12,0,12,0,363070,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.6167711,5.98053548,3,0,0,1,0,0,0,1,275,455,745,0,0,1,0,0,,98,6,1,1,0,5
2222,0,0,0,0,12,9,24,9.94,1,5,0,87052,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,9,1,1,,0,,0,1,,,310,1,0,0,,0,28,91,6,,6,1,6
2223,0,0,0,0,9,9,34,4,0,7,0,151100,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.51471269,6.70930434,8,1,1,1,0,0,0,1,675,943,995,0,0,0,0,0,23,92,1,1,1,1,19
2224,0,0,0,0,17,13,28,12,0,12,0,89134,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.10702289,6.65033529,3,0,1,1,0,0,0,1,449,889,1481,0,0,1,0,0,40,116,1,1,4,1,5
2225,0,0,0,0,16,13,30,12,0,12,0,116442,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.453625,6.50662857,3,0,1,1,0,0,0,1,635,770,,0,0,0,0,0,43,97,1,1,1,1,8
2226,0,0,0,0,14,12,29,10,0,9,0,476353,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7.13089883,7.19847621,7,0,0,0,0,0,0,0,1250,1538,1600,0,0,0,0,0,44,109,1,1,1,1,9
2227,0,0,0,0,18,13,29,8,0,18,0,504643,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.86901445,6.92926148,6,0,1,1,0,1,0,1,962,1175,1619,0,0,0,0,0,33,105,1,1,1,1,5
2228,0,0,0,0,18,10,25,10,0,13,0,363070,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,6.19440539,6.48164371,6,0,0,0,0,0,0,0,490,751,555,0,0,0,0,0,32,99,6,1,1,1,1
2229,0,0,0,0,17,10,25,10,0,13,0,363070,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,5.15855542,6,0,1,1,0,0,,0,,200,,0,1,1,1,,40,114,1,1,,1,2
2230,0,0,0,0,12,8,24,10,0,13,0,363070,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,6.37331979,6.51696458,6,0,0,0,0,0,0,0,586,778,1020,0,0,0,0,0,28,,4,1,1,1,6
2231,0,0,0,0,14,13,33,9.94,1,12,0,361010,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.62007321,6.53606128,4,0,0,0,0,0,0,0,750,793,,0,0,0,0,0,,108,1,1,1,1,13
2232,0,0,0,0,18,11,26,12,0,12,0,89134,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,5.78689738,6.07484616,3,0,0,0,0,0,0,0,326,500,606,0,0,0,0,0,39,100,6,6,6,1,2
2233,0,0,0,0,18,13,29,17,0,12,0,116442,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.06378521,6.25382881,2,0,1,1,0,0,0,1,430,598,788,0,0,0,0,0,35,117,1,1,1,1,5
2234,0,0,0,0,12,10,26,12,0,11,0,373482,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.34738921,6.65033529,5,0,1,1,0,0,0,0,571,889,511,0,0,0,0,0,25,101,1,1,1,1,8
